Entity,Code,Year,crude_death_rate_per_100k_male
Ireland,IRL,1955,22.85
Ireland,IRL,1956,26.11
Ireland,IRL,1957,26.79
Ireland,IRL,1958,26.62
Ireland,IRL,1959,29.9
Ireland,IRL,1960,32.24
Ireland,IRL,1961,34.95
Ireland,IRL,1962,34.93
Ireland,IRL,1963,34.12
Ireland,IRL,1964,36.39
Ireland,IRL,1965,39.42
Ireland,IRL,1966,43.55
Ireland,IRL,1967,44.1
Ireland,IRL,1968,49.34
Ireland,IRL,1969,45.97
Ireland,IRL,1970,51.05
Ireland,IRL,1971,51.28
Ireland,IRL,1972,50.83
Ireland,IRL,1973,54.73
Ireland,IRL,1974,55.81
Ireland,IRL,1975,56.81
Ireland,IRL,1976,60.27
Ireland,IRL,1977,57.2
Ireland,IRL,1978,57.26
Ireland,IRL,1979,57.34
Ireland,IRL,1980,54.71
Ireland,IRL,1981,60.48
Ireland,IRL,1982,54.52
Ireland,IRL,1983,59.4
Ireland,IRL,1984,62.03
Ireland,IRL,1985,62.79
Ireland,IRL,1986,63.17
Ireland,IRL,1987,57.32
Ireland,IRL,1988,59.98
Ireland,IRL,1989,60.04
Ireland,IRL,1990,59.7
Ireland,IRL,1991,57.72
Ireland,IRL,1992,59.29
Ireland,IRL,1993,61.74
Ireland,IRL,1994,57.81
Ireland,IRL,1995,57.87
Ireland,IRL,1996,53.38
Ireland,IRL,1997,48.97
Ireland,IRL,1998,52.97
Ireland,IRL,1999,49.34
Ireland,IRL,2000,52.1
Ireland,IRL,2001,48.77
Ireland,IRL,2002,47.53
Ireland,IRL,2003,49.56
Ireland,IRL,2004,48.93
Ireland,IRL,2005,45.36
Ireland,IRL,2006,45.45
Ireland,IRL,2007,46.98
Ireland,IRL,2008,44.92
Ireland,IRL,2009,47.93
Ireland,IRL,2010,42.47
Ireland,IRL,2011,47.96
Ireland,IRL,2012,47.28
Ireland,IRL,2013,47.23
Ireland,IRL,2014,46.37
Ireland,IRL,2015,45
Ireland,IRL,2018,42.77
Israel,ISR,1975,25.59
Israel,ISR,1976,25.33
Israel,ISR,1977,25.49
Israel,ISR,1978,24.69
Israel,ISR,1979,26.15
Israel,ISR,1980,27.03
Israel,ISR,1981,22.86
Israel,ISR,1982,24.97
Israel,ISR,1983,24.66
Israel,ISR,1984,24.81
Israel,ISR,1985,26.04
Israel,ISR,1986,24.34
Israel,ISR,1987,23.59
Israel,ISR,1988,23.66
Israel,ISR,1989,26.05
Israel,ISR,1990,27.62
Israel,ISR,1991,25.79
Israel,ISR,1992,25.17
Israel,ISR,1993,29.05
Israel,ISR,1994,29.19
Israel,ISR,1995,28.84
Israel,ISR,1996,28.28
Israel,ISR,1997,28.34
Israel,ISR,1998,28.62
Israel,ISR,1999,28.76
Israel,ISR,2000,28.72
Israel,ISR,2001,29.37
Israel,ISR,2002,30.11
Israel,ISR,2003,28.83
Israel,ISR,2004,30.46
Israel,ISR,2005,28.04
Israel,ISR,2006,30.76
Israel,ISR,2007,29.44
Israel,ISR,2008,29.5
Israel,ISR,2009,29.12
Israel,ISR,2010,32.67
Israel,ISR,2011,30.82
Israel,ISR,2012,30.08
Israel,ISR,2013,31.12
Israel,ISR,2014,31.5
Israel,ISR,2015,30.29
Israel,ISR,2016,29.83
Israel,ISR,2017,28.48
Israel,ISR,2018,28.27
Italy,ITA,1951,9.88
Italy,ITA,1952,11.15
Italy,ITA,1953,12.61
Italy,ITA,1954,14.64
Italy,ITA,1955,15.71
Italy,ITA,1956,17.98
Italy,ITA,1957,19.34
Italy,ITA,1958,20.34
Italy,ITA,1959,22.08
Italy,ITA,1960,24.24
Italy,ITA,1961,26.05
Italy,ITA,1962,28.01
Italy,ITA,1963,29.22
Italy,ITA,1964,32.91
Italy,ITA,1965,34.65
Italy,ITA,1966,36.71
Italy,ITA,1967,39.16
Italy,ITA,1968,42.22
Italy,ITA,1969,44.99
Italy,ITA,1970,45.27
Italy,ITA,1971,49.06
Italy,ITA,1972,50.83
Italy,ITA,1973,53.29
Italy,ITA,1974,55.97
Italy,ITA,1975,58.44
Italy,ITA,1976,61.87
Italy,ITA,1977,64.07
Italy,ITA,1978,67.06
Italy,ITA,1979,70.56
Italy,ITA,1980,74.56
Italy,ITA,1981,74.74
Italy,ITA,1982,79.03
Italy,ITA,1983,81.06
Italy,ITA,1984,81.98
Italy,ITA,1985,84.98
Italy,ITA,1986,84.31
Italy,ITA,1987,88.95
Italy,ITA,1988,90.48
Italy,ITA,1989,89.93
Italy,ITA,1990,89.82
Italy,ITA,1991,91.85
Italy,ITA,1992,93.91
Italy,ITA,1993,94.4
Italy,ITA,1994,94.24
Italy,ITA,1995,93.37
Italy,ITA,1996,93.53
Italy,ITA,1997,93.51
Italy,ITA,1998,94.31
Italy,ITA,1999,94.24
Italy,ITA,2000,92.53
Italy,ITA,2001,93.56
Italy,ITA,2002,93.09
Italy,ITA,2003,92.53
Italy,ITA,2004,90.61
Italy,ITA,2005,90.23
Italy,ITA,2006,88.97
Italy,ITA,2007,88.18
Italy,ITA,2008,87.32
Italy,ITA,2009,86.76
Italy,ITA,2010,86.73
Italy,ITA,2011,87.88
Italy,ITA,2012,86.38
Italy,ITA,2013,84.28
Italy,ITA,2014,81.98
Italy,ITA,2015,82.79
Italy,ITA,2016,81.69
Italy,ITA,2017,81.29
Jamaica,JAM,1960,6.38
Jamaica,JAM,1961,7.19
Jamaica,JAM,1965,9.63
Jamaica,JAM,1967,7.59
Jamaica,JAM,1977,10.95
Jamaica,JAM,1980,8.98
Jamaica,JAM,1981,11.77
Jamaica,JAM,1982,12.36
Jamaica,JAM,1983,14.34
Jamaica,JAM,1984,15.27
Jamaica,JAM,1985,14.25
Jamaica,JAM,1986,13.32
Jamaica,JAM,1987,15.88
Jamaica,JAM,1988,14.55
Jamaica,JAM,1989,16.42
Jamaica,JAM,1990,15.58
Jamaica,JAM,1991,15.71
Jamaica,JAM,2000,21.28
Jamaica,JAM,2001,20.98
Jamaica,JAM,2002,15.77
Jamaica,JAM,2003,19.27
Jamaica,JAM,2004,18.88
Jamaica,JAM,2005,21.73
Jamaica,JAM,2006,20.51
Jamaica,JAM,2009,25.12
Jamaica,JAM,2010,19.03
Jamaica,JAM,2011,20.7
Jamaica,JAM,2012,21.29
Jamaica,JAM,2013,21.95
Jamaica,JAM,2014,20.57
Japan,JPN,1950,1.93
Japan,JPN,1951,1.95
Japan,JPN,1952,2.57
Japan,JPN,1953,2.89
Japan,JPN,1954,3.69
Japan,JPN,1955,4.32
Japan,JPN,1956,5.23
Japan,JPN,1957,5.74
Japan,JPN,1958,6.45
Japan,JPN,1959,7.28
Japan,JPN,1960,7.93
Japan,JPN,1961,8.49
Japan,JPN,1962,9.28
Japan,JPN,1963,10.1
Japan,JPN,1964,10.61
Japan,JPN,1965,11.2
Japan,JPN,1966,12.04
Japan,JPN,1967,12.88
Japan,JPN,1968,13.47
Japan,JPN,1969,14.39
Japan,JPN,1970,14.83
Japan,JPN,1971,15.7
Japan,JPN,1972,16.79
Japan,JPN,1973,17.36
Japan,JPN,1974,18.6
Japan,JPN,1975,19.56
Japan,JPN,1976,20.67
Japan,JPN,1977,22.45
Japan,JPN,1978,23.81
Japan,JPN,1979,25.53
Japan,JPN,1980,26.8
Japan,JPN,1981,28.69
Japan,JPN,1982,30.06
Japan,JPN,1983,31.91
Japan,JPN,1984,33.81
Japan,JPN,1985,35.29
Japan,JPN,1986,36.08
Japan,JPN,1987,38.73
Japan,JPN,1988,40.58
Japan,JPN,1989,42.99
Japan,JPN,1990,44.6
Japan,JPN,1991,46.29
Japan,JPN,1992,48.23
Japan,JPN,1993,50.05
Japan,JPN,1994,52.14
Japan,JPN,1995,54.81
Japan,JPN,1996,57.31
Japan,JPN,1997,58.32
Japan,JPN,1998,60.15
Japan,JPN,1999,61.82
Japan,JPN,2000,63.51
Japan,JPN,2001,64.78
Japan,JPN,2002,66.81
Japan,JPN,2003,67.57
Japan,JPN,2004,71.3
Japan,JPN,2005,73.34
Japan,JPN,2006,74.62
Japan,JPN,2007,77.52
Japan,JPN,2008,79.14
Japan,JPN,2009,79.94
Japan,JPN,2010,81.85
Japan,JPN,2011,82.64
Japan,JPN,2012,83.77
Japan,JPN,2013,85.08
Japan,JPN,2014,86.02
Japan,JPN,2015,87.19
Japan,JPN,2016,86.14
Japan,JPN,2017,87.35
Japan,JPN,2018,86.68
Japan,JPN,2019,88.59
Jordan,JOR,2008,8.66
Jordan,JOR,2009,7.75
Jordan,JOR,2010,8.18
Jordan,JOR,2011,8.77
Jordan,JOR,2012,8.59
Jordan,JOR,2015,7.46
Jordan,JOR,2016,7.73
Jordan,JOR,2017,8.26
Jordan,JOR,2018,7.57
Kazakhstan,KAZ,1981,34.58
Kazakhstan,KAZ,1982,33.65
Kazakhstan,KAZ,1985,39.11
Kazakhstan,KAZ,1986,41.76
Kazakhstan,KAZ,1987,43.1
Kazakhstan,KAZ,1988,44.16
Kazakhstan,KAZ,1989,46.68
Kazakhstan,KAZ,1990,49.76
Kazakhstan,KAZ,1991,49.62
Kazakhstan,KAZ,1992,50.38
Kazakhstan,KAZ,1993,50.51
Kazakhstan,KAZ,1994,46.6
Kazakhstan,KAZ,1995,47.52
Kazakhstan,KAZ,1996,46.28
Kazakhstan,KAZ,1997,44.66
Kazakhstan,KAZ,1998,46.96
Kazakhstan,KAZ,1999,43.5
Kazakhstan,KAZ,2000,43.17
Kazakhstan,KAZ,2001,41.31
Kazakhstan,KAZ,2002,41.72
Kazakhstan,KAZ,2003,41.66
Kazakhstan,KAZ,2004,39.71
Kazakhstan,KAZ,2005,38.76
Kazakhstan,KAZ,2006,36.19
Kazakhstan,KAZ,2007,37.07
Kazakhstan,KAZ,2008,34.27
Kazakhstan,KAZ,2009,34.32
Kazakhstan,KAZ,2010,32.08
Kazakhstan,KAZ,2011,30.08
Kazakhstan,KAZ,2012,30.25
Kazakhstan,KAZ,2013,30.33
Kazakhstan,KAZ,2014,26.76
Kazakhstan,KAZ,2015,25.97
Kazakhstan,KAZ,2016,24.55
Kazakhstan,KAZ,2017,23.09
Kazakhstan,KAZ,2018,22.63
Kazakhstan,KAZ,2019,21.37
Kazakhstan,KAZ,2020,20.93
Kuwait,KWT,1972,4.06
Kuwait,KWT,1975,5.52
Kuwait,KWT,1976,6.02
Kuwait,KWT,1977,7.73
Kuwait,KWT,1978,5.73
Kuwait,KWT,1979,6.28
Kuwait,KWT,1980,6.57
Kuwait,KWT,1981,4.65
Kuwait,KWT,1982,7.65
Kuwait,KWT,1983,6.95
Kuwait,KWT,1984,5.73
Kuwait,KWT,1985,5.96
Kuwait,KWT,1986,4.72
Kuwait,KWT,1987,5.18
Kuwait,KWT,1993,4.53
Kuwait,KWT,1994,3.22
Kuwait,KWT,1995,4.14
Kuwait,KWT,1996,4.36
Kuwait,KWT,1997,4.77
Kuwait,KWT,1998,3.91
Kuwait,KWT,1999,3.44
Kuwait,KWT,2000,4.28
Kuwait,KWT,2001,3.1
Kuwait,KWT,2002,3.51
Kuwait,KWT,2003,4.7
Kuwait,KWT,2004,4.54
Kuwait,KWT,2005,3.43
Kuwait,KWT,2006,4.23
Kuwait,KWT,2007,3.07
Kuwait,KWT,2008,2.39
Kuwait,KWT,2009,2.15
Kuwait,KWT,2010,2.89
Kuwait,KWT,2011,2.52
Kuwait,KWT,2012,3.46
Kuwait,KWT,2013,3.03
Kuwait,KWT,2014,3.49
Kuwait,KWT,2015,3.24
Kuwait,KWT,2016,2.54
Kuwait,KWT,2017,3.46
Kuwait,KWT,2018,2.24
Kuwait,KWT,2019,3.16
Kyrgyzstan,KGZ,1981,16.5
Kyrgyzstan,KGZ,1982,19.69
Kyrgyzstan,KGZ,1985,19.49
Kyrgyzstan,KGZ,1986,19.77
Kyrgyzstan,KGZ,1987,19.87
Kyrgyzstan,KGZ,1988,21.92
Kyrgyzstan,KGZ,1989,24.32
Kyrgyzstan,KGZ,1990,21.89
Kyrgyzstan,KGZ,1991,22.21
Kyrgyzstan,KGZ,1992,22.83
Kyrgyzstan,KGZ,1993,17.21
Kyrgyzstan,KGZ,1994,16.12
Kyrgyzstan,KGZ,1995,16.33
Kyrgyzstan,KGZ,1996,14.76
Kyrgyzstan,KGZ,1997,14.95
Kyrgyzstan,KGZ,1998,14.22
Kyrgyzstan,KGZ,1999,14.03
Kyrgyzstan,KGZ,2000,12.51
Kyrgyzstan,KGZ,2001,12.33
Kyrgyzstan,KGZ,2002,14.06
Kyrgyzstan,KGZ,2003,13.93
Kyrgyzstan,KGZ,2004,12.94
Kyrgyzstan,KGZ,2005,12.26
Kyrgyzstan,KGZ,2006,12.26
Kyrgyzstan,KGZ,2007,10.61
Kyrgyzstan,KGZ,2008,10.25
Kyrgyzstan,KGZ,2009,12.57
Kyrgyzstan,KGZ,2010,12.57
Kyrgyzstan,KGZ,2011,11.83
Kyrgyzstan,KGZ,2012,11.62
Kyrgyzstan,KGZ,2013,12.77
Kyrgyzstan,KGZ,2014,13.79
Kyrgyzstan,KGZ,2015,11.56
Kyrgyzstan,KGZ,2016,11.98
Kyrgyzstan,KGZ,2017,11.78
Kyrgyzstan,KGZ,2018,12.85
Kyrgyzstan,KGZ,2019,11.11
Latvia,LVA,1980,58.81
Latvia,LVA,1981,58.6
Latvia,LVA,1982,66.43
Latvia,LVA,1983,66.67
Latvia,LVA,1984,65.18
Latvia,LVA,1985,67.8
Latvia,LVA,1986,72.49
Latvia,LVA,1987,73.95
Latvia,LVA,1988,76.47
Latvia,LVA,1989,75.73
Latvia,LVA,1990,74.65
Latvia,LVA,1991,82.84
Latvia,LVA,1992,81.69
Latvia,LVA,1993,77.77
Latvia,LVA,1994,84.31
Latvia,LVA,1995,78.18
Latvia,LVA,1996,81.07
Latvia,LVA,1997,76.27
Latvia,LVA,1998,77.85
Latvia,LVA,1999,84.61
Latvia,LVA,2000,79.82
Latvia,LVA,2001,88.03
Latvia,LVA,2002,84.01
Latvia,LVA,2003,82.6
Latvia,LVA,2004,85.14
Latvia,LVA,2005,83.73
Latvia,LVA,2006,92.64
Latvia,LVA,2007,83.93
Latvia,LVA,2008,84.61
Latvia,LVA,2009,85.66
Latvia,LVA,2010,85.15
Latvia,LVA,2011,84.34
Latvia,LVA,2012,83.7
Latvia,LVA,2013,84.62
Latvia,LVA,2014,83.14
Latvia,LVA,2015,74.25
Latvia,LVA,2016,82.11
Latvia,LVA,2017,87.38
Latvia,LVA,2018,78.67
Latvia,LVA,2019,80.64
Latvia,LVA,2020,82.57
Lebanon,LBN,2019,15.57
Lithuania,LTU,1981,56.27
Lithuania,LTU,1982,56.43
Lithuania,LTU,1985,59.58
Lithuania,LTU,1986,61.27
Lithuania,LTU,1987,64.02
Lithuania,LTU,1988,66.14
Lithuania,LTU,1989,67.17
Lithuania,LTU,1990,69.34
Lithuania,LTU,1991,75.18
Lithuania,LTU,1992,72.88
Lithuania,LTU,1993,73.75
Lithuania,LTU,1994,76.91
Lithuania,LTU,1995,76.52
Lithuania,LTU,1996,74.33
Lithuania,LTU,1997,72.61
Lithuania,LTU,1998,77.26
Lithuania,LTU,1999,76.26
Lithuania,LTU,2000,71.93
Lithuania,LTU,2001,75.39
Lithuania,LTU,2002,76.34
Lithuania,LTU,2003,76.17
Lithuania,LTU,2004,74.69
Lithuania,LTU,2005,74.55
Lithuania,LTU,2006,80.98
Lithuania,LTU,2007,82.16
Lithuania,LTU,2008,78.09
Lithuania,LTU,2009,78.6
Lithuania,LTU,2010,78.04
Lithuania,LTU,2011,83.78
Lithuania,LTU,2012,79.86
Lithuania,LTU,2013,77.73
Lithuania,LTU,2014,79.64
Lithuania,LTU,2015,82.07
Lithuania,LTU,2016,78.05
Lithuania,LTU,2017,73.73
Lithuania,LTU,2018,71.81
Lithuania,LTU,2019,77.08
Lithuania,LTU,2020,72.58
Luxembourg,LUX,1967,90.02
Luxembourg,LUX,1968,92.12
Luxembourg,LUX,1969,81.23
Luxembourg,LUX,1970,100.84
Luxembourg,LUX,1971,96.58
Luxembourg,LUX,1972,88.05
Luxembourg,LUX,1973,95.29
Luxembourg,LUX,1974,75.62
Luxembourg,LUX,1975,89.99
Luxembourg,LUX,1976,92.95
Luxembourg,LUX,1977,101.96
Luxembourg,LUX,1978,95.13
Luxembourg,LUX,1979,94.24
Luxembourg,LUX,1980,97.14
Luxembourg,LUX,1981,101.74
Luxembourg,LUX,1982,101.07
Luxembourg,LUX,1983,102.36
Luxembourg,LUX,1984,100.11
Luxembourg,LUX,1985,98.31
Luxembourg,LUX,1986,106.44
Luxembourg,LUX,1987,97.06
Luxembourg,LUX,1988,105.93
Luxembourg,LUX,1989,89.53
Luxembourg,LUX,1990,86.72
Luxembourg,LUX,1991,80.61
Luxembourg,LUX,1992,88.74
Luxembourg,LUX,1993,89
Luxembourg,LUX,1994,74.63
Luxembourg,LUX,1995,86.52
Luxembourg,LUX,1996,80.39
Luxembourg,LUX,1997,78.82
Luxembourg,LUX,1998,78.2
Luxembourg,LUX,1999,69.5
Luxembourg,LUX,2000,72.62
Luxembourg,LUX,2001,62.48
Luxembourg,LUX,2002,67.75
Luxembourg,LUX,2003,70.9
Luxembourg,LUX,2004,62.71
Luxembourg,LUX,2005,59.96
Luxembourg,LUX,2006,62.83
Luxembourg,LUX,2007,67.31
Luxembourg,LUX,2008,46.24
Luxembourg,LUX,2009,63.93
Luxembourg,LUX,2010,57.14
Luxembourg,LUX,2011,54.99
Luxembourg,LUX,2012,56.2
Luxembourg,LUX,2013,50.41
Luxembourg,LUX,2014,61.39
Luxembourg,LUX,2015,50.77
Luxembourg,LUX,2016,57.7
Luxembourg,LUX,2017,44.39
Luxembourg,LUX,2018,45.15
Luxembourg,LUX,2019,39.76
Maldives,MDV,2000,0
Maldives,MDV,2001,0
Maldives,MDV,2002,0
Maldives,MDV,2003,0
Maldives,MDV,2004,1.86
Maldives,MDV,2005,1.2
Maldives,MDV,2007,2.26
Maldives,MDV,2008,3.84
Maldives,MDV,2010,3.52
Maldives,MDV,2011,6.66
Maldives,MDV,2012,3.58
Maldives,MDV,2013,5.03
Maldives,MDV,2014,3.53
Maldives,MDV,2015,2.58
Maldives,MDV,2016,1.04
Maldives,MDV,2017,1.3
Maldives,MDV,2018,4.95
Maldives,MDV,2019,5.65
Malta,MLT,1965,37.4
Malta,MLT,1967,29.41
Malta,MLT,1968,37.79
Malta,MLT,1969,42.61
Malta,MLT,1970,35.92
Malta,MLT,1971,45.1
Malta,MLT,1972,27.49
Malta,MLT,1973,32.89
Malta,MLT,1974,36.41
Malta,MLT,1975,52.92
Malta,MLT,1976,45.27
Malta,MLT,1977,35.48
Malta,MLT,1978,47.05
Malta,MLT,1979,45.07
Malta,MLT,1980,45.9
Malta,MLT,1981,49.39
Malta,MLT,1982,45.51
Malta,MLT,1983,50.66
Malta,MLT,1984,48.3
Malta,MLT,1985,56.48
Malta,MLT,1986,56.15
Malta,MLT,1987,55.36
Malta,MLT,1988,42.03
Malta,MLT,1989,55.49
Malta,MLT,1990,51.49
Malta,MLT,1991,52.07
Malta,MLT,1992,55.43
Malta,MLT,1993,53.8
Malta,MLT,1994,52.75
Malta,MLT,1995,58.28
Malta,MLT,1996,67.1
Malta,MLT,1997,55.38
Malta,MLT,1998,45.41
Malta,MLT,1999,53.69
Malta,MLT,2000,49.18
Malta,MLT,2001,59.12
Malta,MLT,2002,62.21
Malta,MLT,2003,54.19
Malta,MLT,2004,53.81
Malta,MLT,2005,52.44
Malta,MLT,2006,58.15
Malta,MLT,2007,50.95
Malta,MLT,2008,62.84
Malta,MLT,2009,60.85
Malta,MLT,2010,59.13
Malta,MLT,2011,60.85
Malta,MLT,2012,68.96
Malta,MLT,2013,55.4
Malta,MLT,2014,66.48
Malta,MLT,2015,68.46
Malta,MLT,2016,57.63
Malta,MLT,2017,55.89
Martinique,MTQ,1970,8.16
Martinique,MTQ,1971,4.38
Martinique,MTQ,1974,6.91
Martinique,MTQ,1975,13.22
Martinique,MTQ,1981,13.88
Martinique,MTQ,1982,5.64
Martinique,MTQ,1985,9.45
Martinique,MTQ,2000,15.4
Martinique,MTQ,2001,13.68
Martinique,MTQ,2002,16.33
Martinique,MTQ,2003,17.89
Martinique,MTQ,2004,15.68
Martinique,MTQ,2005,16.74
Martinique,MTQ,2006,25.39
Martinique,MTQ,2007,17.86
Martinique,MTQ,2008,14.12
Martinique,MTQ,2009,19.09
Martinique,MTQ,2010,22.5
Martinique,MTQ,2011,21.14
Martinique,MTQ,2013,23.06
Martinique,MTQ,2014,18.15
Martinique,MTQ,2015,25.12
Martinique,MTQ,2016,25.25
Mauritius,MUS,1961,5.43
Mauritius,MUS,1962,4.09
Mauritius,MUS,1963,3.69
Mauritius,MUS,1964,4.41
Mauritius,MUS,1965,1.61
Mauritius,MUS,1966,3.94
Mauritius,MUS,1967,4.12
Mauritius,MUS,1968,6.58
Mauritius,MUS,1969,5.99
Mauritius,MUS,1970,6.88
Mauritius,MUS,1971,4.84
Mauritius,MUS,1972,7.74
Mauritius,MUS,1973,8.62
Mauritius,MUS,1974,4.49
Mauritius,MUS,1975,6.55
Mauritius,MUS,1976,7.85
Mauritius,MUS,1977,5.01
Mauritius,MUS,1978,6.51
Mauritius,MUS,1979,10.24
Mauritius,MUS,1980,9.23
Mauritius,MUS,1981,12.83
Mauritius,MUS,1982,10.32
Mauritius,MUS,1983,9.12
Mauritius,MUS,1984,12.49
Mauritius,MUS,1985,12.96
Mauritius,MUS,1986,11.65
Mauritius,MUS,1987,9.58
Mauritius,MUS,1988,14.41
Mauritius,MUS,1989,12.73
Mauritius,MUS,1990,11.43
Mauritius,MUS,1991,13.15
Mauritius,MUS,1992,13.31
Mauritius,MUS,1993,11.08
Mauritius,MUS,1994,10.93
Mauritius,MUS,1995,13.05
Mauritius,MUS,1996,12.73
Mauritius,MUS,1997,10.06
Mauritius,MUS,1998,12.63
Mauritius,MUS,1999,10.89
Mauritius,MUS,2000,10.34
Mauritius,MUS,2001,16.3
Mauritius,MUS,2002,13.25
Mauritius,MUS,2003,16.18
Mauritius,MUS,2004,14.87
Mauritius,MUS,2005,12.07
Mauritius,MUS,2006,14.48
Mauritius,MUS,2007,13.4
Mauritius,MUS,2008,17.43
Mauritius,MUS,2009,16.54
Mauritius,MUS,2010,15.01
Mauritius,MUS,2011,15.29
Mauritius,MUS,2012,16.05
Mauritius,MUS,2013,19.42
Mauritius,MUS,2014,20.05
Mauritius,MUS,2015,18.04
Mauritius,MUS,2016,20.35
Mauritius,MUS,2017,16.87
Mauritius,MUS,2018,14.86
Mauritius,MUS,2019,19.96
Mauritius,MUS,2020,16.13
Mayotte,MYT,2012,4.62
Mayotte,MYT,2013,0.9
Mayotte,MYT,2014,4.36
Mayotte,MYT,2015,4.24
Mayotte,MYT,2016,5.78
Mexico,MEX,1955,1.93
Mexico,MEX,1956,2.24
Mexico,MEX,1957,2.31
Mexico,MEX,1958,3.02
Mexico,MEX,1959,2.96
Mexico,MEX,1960,3.1
Mexico,MEX,1961,2.94
Mexico,MEX,1962,2.79
Mexico,MEX,1963,2.97
Mexico,MEX,1964,3.12
Mexico,MEX,1965,3.45
Mexico,MEX,1966,3.42
Mexico,MEX,1967,3.91
Mexico,MEX,1968,3.7
Mexico,MEX,1969,3.75
Mexico,MEX,1970,3.91
Mexico,MEX,1971,4.03
Mexico,MEX,1972,4.12
Mexico,MEX,1973,4.2
Mexico,MEX,1974,4.41
Mexico,MEX,1975,4.76
Mexico,MEX,1976,4.98
Mexico,MEX,1977,5.01
Mexico,MEX,1978,5.58
Mexico,MEX,1979,6.12
Mexico,MEX,1980,5.73
Mexico,MEX,1981,6.05
Mexico,MEX,1982,6.3
Mexico,MEX,1983,6.59
Mexico,MEX,1984,7.13
Mexico,MEX,1985,7.26
Mexico,MEX,1986,7.4
Mexico,MEX,1987,8.14
Mexico,MEX,1988,8.28
Mexico,MEX,1989,8.75
Mexico,MEX,1990,8.26
Mexico,MEX,1991,8.38
Mexico,MEX,1992,8.76
Mexico,MEX,1993,9.27
Mexico,MEX,1994,9.05
Mexico,MEX,1995,9.15
Mexico,MEX,1996,8.95
Mexico,MEX,1997,9.31
Mexico,MEX,1998,9
Mexico,MEX,1999,9.12
Mexico,MEX,2000,8.77
Mexico,MEX,2001,8.94
Mexico,MEX,2002,9.1
Mexico,MEX,2003,9.1
Mexico,MEX,2004,9
Mexico,MEX,2005,9.25
Mexico,MEX,2006,8.64
Mexico,MEX,2007,8.04
Mexico,MEX,2008,8.14
Mexico,MEX,2009,7.84
Mexico,MEX,2010,7.71
Mexico,MEX,2011,7.43
Mexico,MEX,2012,7.09
Mexico,MEX,2013,7.01
Mexico,MEX,2014,7.07
Mexico,MEX,2015,7.1
Mexico,MEX,2016,7.05
Mexico,MEX,2017,6.96
Mexico,MEX,2018,6.64
Mexico,MEX,2019,6.6
Mexico,MEX,2020,6.43
Moldova,MDA,1981,29.38
Moldova,MDA,1982,31.11
Moldova,MDA,1985,37.23
Moldova,MDA,1986,39.03
Moldova,MDA,1987,40.32
Moldova,MDA,1988,43.66
Moldova,MDA,1989,45.89
Moldova,MDA,1990,44.5
Moldova,MDA,1991,41.73
Moldova,MDA,1992,41.8
Moldova,MDA,1993,41.51
Moldova,MDA,1994,44.45
Moldova,MDA,1995,41.64
Moldova,MDA,1996,42.1
Moldova,MDA,1997,42.19
Moldova,MDA,1998,37.63
Moldova,MDA,1999,34.14
Moldova,MDA,2000,33.8
Moldova,MDA,2001,37.2
Moldova,MDA,2002,34.23
Moldova,MDA,2003,38.82
Moldova,MDA,2004,36.78
Moldova,MDA,2005,38.27
Moldova,MDA,2006,40.05
Moldova,MDA,2007,40.37
Moldova,MDA,2008,42.13
Moldova,MDA,2009,40.78
Moldova,MDA,2010,43.55
Moldova,MDA,2011,42.64
Moldova,MDA,2012,43.4
Moldova,MDA,2013,43.93
Moldova,MDA,2014,43.84
Moldova,MDA,2015,45.39
Moldova,MDA,2016,48
Moldova,MDA,2017,43.07
Moldova,MDA,2018,47.19
Mongolia,MNG,1994,19.76
Mongolia,MNG,2016,18.9
Montenegro,MNE,2000,67.79
Montenegro,MNE,2001,65.17
Montenegro,MNE,2002,66.8
Montenegro,MNE,2003,73.26
Montenegro,MNE,2004,69.51
Montenegro,MNE,2005,76.26
Montenegro,MNE,2006,67.04
Montenegro,MNE,2007,75.24
Montenegro,MNE,2008,70.05
Montenegro,MNE,2009,66.83
Montenegro,MNE,2017,70.19
Montenegro,MNE,2019,63.71
Netherlands,NLD,1950,23.41
Netherlands,NLD,1951,26.59
Netherlands,NLD,1952,27.71
Netherlands,NLD,1953,29.19
Netherlands,NLD,1954,32.71
Netherlands,NLD,1955,32.99
Netherlands,NLD,1956,37.07
Netherlands,NLD,1957,38.31
Netherlands,NLD,1958,40.15
Netherlands,NLD,1959,44.46
Netherlands,NLD,1960,46.36
Netherlands,NLD,1961,50.88
Netherlands,NLD,1962,53.43
Netherlands,NLD,1963,56.85
Netherlands,NLD,1964,59.2
Netherlands,NLD,1965,60.46
Netherlands,NLD,1966,64.29
Netherlands,NLD,1967,68.88
Netherlands,NLD,1968,71.7
Netherlands,NLD,1969,73.13
Netherlands,NLD,1970,75.64
Netherlands,NLD,1971,79.66
Netherlands,NLD,1972,79.67
Netherlands,NLD,1973,83.33
Netherlands,NLD,1974,84.6
Netherlands,NLD,1975,88.33
Netherlands,NLD,1976,92.03
Netherlands,NLD,1977,91.63
Netherlands,NLD,1978,97.44
Netherlands,NLD,1979,95.83
Netherlands,NLD,1980,99.24
Netherlands,NLD,1981,99.97
Netherlands,NLD,1982,101.38
Netherlands,NLD,1983,99.87
Netherlands,NLD,1984,102.62
Netherlands,NLD,1985,102.78
Netherlands,NLD,1986,104.6
Netherlands,NLD,1987,102.59
